threshold,Accuracy,Kappa,AccuracyLower,AccuracyUpper,AccuracyPValue,McnemarPValue,Sensitivity,Specificity,Pos_Pred_Value,Neg_Pred_Value,Precision,Recall,F1,Detection_Rate,Balanced_Accuracy,logLoss,AUC,MCC,AccuracySD,KappaSD,AccuracyLowerSD,AccuracyUpperSD,AccuracyPValueSD,McnemarPValueSD,SensitivitySD,SpecificitySD,Pos_Pred_ValueSD,Neg_Pred_ValueSD,PrecisionSD,RecallSD,F1SD,Detection_RateSD,Balanced_AccuracySD,logLossSD,AUCSD,MCCSD
4.60115205247384,0.646811696905416,0.294226705720438,0.637320570519235,0.656216678610962,1.22683642592375e-113,0,0.443516775815514,0.759987468702749,,0.865696727746174,,0.443516775815514,,0.215603898968472,0.601752122259132,0.501149247769434,0.666355407544817,0.363860815240925,0.00334055882902061,0.00761847897957474,0.00335982560583349,0.00331933055273507,6.6705463668395e-113,0,0.00312273209752358,0.0024752212878076,,0.000918766558116194,,0.00312273209752358,,0.00111351960967354,0.00279517968491688,0.00157534605439009,0.00348079340489019,0.00663827751080334
18.4046082098954,0.646929144430843,0.294419215373558,0.637438695270552,0.656333379948448,4.95249776243425e-114,0,0.443583720162585,0.760042061654441,,0.865983431522,,0.443583720162585,,0.215643048143614,0.601812890908513,0.509493836378553,0.657240091257055,0.364225624342908,0.00335497589025307,0.00764631402910384,0.00337433717695082,0.00333364457874694,2.64103157865111e-113,0,0.00313345915854964,0.00248343974880505,,0.000915263048182453,,0.00313345915854964,,0.00111832529675103,0.00280470040399376,0.00137207778938065,0.0040869843372452,0.00667302942833164
32.2080643673169,0.646929144430843,0.294419215373558,0.637438695270552,0.656333379948448,4.95249776243425e-114,0,0.443583720162585,0.760042061654441,,0.865983431522,,0.443583720162585,,0.215643048143614,0.601812890908513,0.516527771128471,0.630931064262839,0.364225624342908,0.00335497589025307,0.00764631402910384,0.00337433717695082,0.00333364457874694,2.64103157865111e-113,0,0.00313345915854964,0.00248343974880505,,0.000915263048182453,,0.00313345915854964,,0.00111832529675103,0.00280470040399376,0.00116788537947759,0.00304421028150119,0.00667302942833164
46.0115205247384,0.646929144430843,0.294419215373558,0.637438695270552,0.656333379948448,4.95249776243425e-114,0,0.443583720162585,0.760042061654441,,0.865983431522,,0.443583720162585,,0.215643048143614,0.601812890908513,0.524125077654143,0.630931064262839,0.364225624342908,0.00335497589025307,0.00764631402910384,0.00337433717695082,0.00333364457874694,2.64103157865111e-113,0,0.00313345915854964,0.00248343974880505,,0.000915263048182453,,0.00313345915854964,,0.00111832529675103,0.00280470040399376,0.000939351159786134,0.00304421028150119,0.00667302942833164
59.81497668216,0.646929144430843,0.294419215373558,0.637438695270552,0.656333379948448,4.95249776243425e-114,0,0.443583720162585,0.760042061654441,,0.865983431522,,0.443583720162585,,0.215643048143614,0.601812890908513,0.533436662500541,0.630931064262839,0.364225624342908,0.00335497589025307,0.00764631402910384,0.00337433717695082,0.00333364457874694,2.64103157865111e-113,0,0.00313345915854964,0.00248343974880505,,0.000915263048182453,,0.00313345915854964,,0.00111832529675103,0.00280470040399376,0.000685031498390822,0.00304421028150119,0.00667302942833164
73.6184328395815,0.646929144430843,0.294419215373558,0.637438695270552,0.656333379948448,4.95249776243425e-114,0,0.443583720162585,0.760042061654441,,0.865983431522,,0.443583720162585,,0.215643048143614,0.601812890908513,0.544124691998537,0.630931064262839,0.364225624342908,0.00335497589025307,0.00764631402910384,0.00337433717695082,0.00333364457874694,2.64103157865111e-113,0,0.00313345915854964,0.00248343974880505,,0.000915263048182453,,0.00313345915854964,,0.00111832529675103,0.00280470040399376,0.000413742686986253,0.00304421028150119,0.00667302942833164
87.421888997003,0.528725451060254,0,0.518851671947594,0.538582379977585,0.504086006477861,,0.333333333333333,0.666666666666667,,,,0.333333333333333,,0.176241817020085,0.5,0.551855532082487,0.630931064262839,,3.38752540760747e-05,0,3.37041948489254e-05,3.40297090469629e-05,2.42052356803419e-07,,0,0,,,,0,,1.12917513586877e-05,0,0.000261550957751358,0.00304421028150119,
101.225345154425,0.528725451060254,0,0.518851671947594,0.538582379977585,0.504086006477861,,0.333333333333333,0.666666666666667,,,,0.333333333333333,,0.176241817020085,0.5,0.556596910683818,0.630931064262839,,3.38752540760747e-05,0,3.37041948489254e-05,3.40297090469629e-05,2.42052356803419e-07,,0,0,,,,0,,1.12917513586877e-05,0,0.000137423392807705,0.00304421028150119,
115.028801311846,0.528725451060254,0,0.518851671947594,0.538582379977585,0.504086006477861,,0.333333333333333,0.666666666666667,,,,0.333333333333333,,0.176241817020085,0.5,0.561598955976079,0.630931064262839,,3.38752540760747e-05,0,3.37041948489254e-05,3.40297090469629e-05,2.42052356803419e-07,,0,0,,,,0,,1.12917513586877e-05,0,3.05304760856722e-05,0.00304421028150119,
128.832257469268,0.528725451060254,0,0.518851671947594,0.538582379977585,0.504086006477861,,0.333333333333333,0.666666666666667,,,,0.333333333333333,,0.176241817020085,0.5,0.565991264183441,0.5,,3.38752540760747e-05,0,3.37041948489254e-05,3.40297090469629e-05,2.42052356803419e-07,,0,0,,,,0,,1.12917513586877e-05,0,2.72777587994102e-05,0,
