cp,Accuracy,Kappa,AccuracyLower,AccuracyUpper,AccuracyPValue,McnemarPValue,Sensitivity,Specificity,Pos_Pred_Value,Neg_Pred_Value,Precision,Recall,F1,Detection_Rate,Balanced_Accuracy,logLoss,AUC,MCC,AccuracySD,KappaSD,AccuracyLowerSD,AccuracyUpperSD,AccuracyPValueSD,McnemarPValueSD,SensitivitySD,SpecificitySD,Pos_Pred_ValueSD,Neg_Pred_ValueSD,PrecisionSD,RecallSD,F1SD,Detection_RateSD,Balanced_AccuracySD,logLossSD,AUCSD,MCCSD
0.000170885399978639,0.663968817667708,0.337463533433574,0.654583069042656,0.673258346268126,1.12655008104772e-148,0,0.489844441003755,0.771173882489213,0.790592351326941,0.860828268331615,0.790592351326941,0.489844441003755,0.493755874331484,0.221322939222569,0.630509161746484,0.472655722322899,0.684071226715644,0.402398155393774,0.00393098257652138,0.00857832314851389,0.00395678944882838,0.00390286600379293,6.16924551264142e-148,0,0.00477266031532659,0.00273529776459421,0.0053262968857425,0.00390644381378989,0.00532629688574255,0.00477266031532659,0.00671150285027767,0.00131032752550713,0.00369570694685322,0.00271020670851302,0.00374487873846798,0.00859668257771949
0.000192246074975969,0.664103039888406,0.33730027075266,0.654718171863145,0.673391609057219,1.12646713205533e-148,0,0.489659734455875,0.771060763533551,0.792231810507635,0.862187174914086,0.792231810507635,0.489659734455875,0.493384529423087,0.221367679962802,0.630360248994713,0.47273034797342,0.683716162094669,0.403469747177401,0.00395044769128671,0.00863341548355728,0.00397641546199612,0.00392215882290394,6.16926111644527e-148,0,0.00479564803415426,0.00274738538828498,0.00504899671256344,0.00392559336053144,0.00504899671256344,0.00479564803415426,0.00678766879294386,0.00131681589709558,0.00371615015529075,0.00273573352028455,0.00396221345704523,0.00856401707417014
0.000320410124959949,0.664002375840801,0.335830604566378,0.654616785006877,0.673291726952781,3.14921876311401e-151,0,0.488713111207116,0.770418228975749,0.795679798126097,0.865836494751694,0.795679798126097,0.488713111207116,0.491803090964862,0.221334125280267,0.629565670091432,0.472918273874321,0.682819581998958,0.405620107230677,0.00356714023273873,0.00787575922288192,0.00359061069406563,0.00354157356830294,1.68738209211749e-150,0,0.00446214402459135,0.00249506435822303,0.00363546478500014,0.00287565813760352,0.00363546478500014,0.00446214402459135,0.0064041952321755,0.00118904674424625,0.00342496927649974,0.00267428418550548,0.00392463569733319,0.00753075978230402
0.000384492149951939,0.663774188709118,0.335155259311607,0.654387124506639,0.673065147209401,1.38767949668159e-151,0,0.488165236139923,0.770194798753202,0.795891681009643,0.866161860468759,0.795891681009643,0.488165236139923,0.4909271328296,0.221258062903039,0.629180017446563,0.473124395347946,0.682436120867461,0.405402289184305,0.00366616814989915,0.00819250300433312,0.0036902834623875,0.00363989871496727,5.97301468459024e-151,0,0.00458405815821445,0.00261072630300454,0.00357230375945718,0.00280256205018765,0.00357230375945717,0.00458405815821445,0.00655645307048783,0.00122205604996638,0.00354767999644182,0.00270754883028834,0.00392220641526656,0.00756295992376579
0.000704902274911887,0.663452058283654,0.334682311632354,0.654062895847745,0.672745304206916,1.26736701267628e-149,0,0.487971537578625,0.770073890915893,0.795185531278575,0.865255016625194,0.795185531278575,0.487971537578625,0.490736179153842,0.221150686094551,0.629022714247259,0.473284748577094,0.68222388224899,0.404290217884201,0.00366905152479424,0.00833825830837475,0.00369310908391279,0.00364283802458152,6.93757954372318e-149,0,0.00465158934195804,0.00268507566266119,0.00354366643163461,0.00323661826244073,0.0035436664316346,0.00465158934195804,0.00660831470676069,0.00122301717493142,0.00361964157789436,0.00268263902987912,0.00387003620426836,0.0074906653486194
0.000897148349887856,0.662240626476124,0.331905466091077,0.652843650619931,0.671542397337336,1.4302220794672e-139,0,0.48679193248044,0.769166343381233,0.794603617531482,0.865272680160398,0.794603617531482,0.48679193248044,0.489216958623545,0.220746875492041,0.627979137930837,0.474966602537864,0.673706023256944,0.402236177054473,0.00388622131543404,0.00936229255147926,0.003911259784937,0.00385890121207357,7.83364895037808e-139,0,0.00513857994751951,0.00306982402891788,0.00387413399503573,0.00463243296322228,0.00387413399503573,0.00513857994751951,0.00747477541249562,0.00129540710514468,0.00405832559929971,0.00391018660289987,0.0150288187827339,0.00728394017201446
0.000929189362383851,0.661727250607048,0.330518334638891,0.652326979647153,0.671032618059153,1.43022754419513e-139,0,0.486159996020379,0.76868938149387,0.794805611452548,0.865990357759621,0.794805611452548,0.486159996020379,0.48832795026201,0.220575750202349,0.627424688757124,0.47590234000994,0.668419123551193,0.401804518061783,0.00394618542382651,0.00966365894056091,0.00397150619318962,0.00391854708727489,7.83364791831287e-139,0,0.00524422524330869,0.00319151491854403,0.00391363191294135,0.00521108645886232,0.00391363191294136,0.00524422524330869,0.0076296992281916,0.0013153951412755,0.00417114104174331,0.00405557945101913,0.0165074254377461,0.00722637959810058
0.00121755847484781,0.66045886887499,0.325891411103944,0.651050451094959,0.669773128047568,1.43022754805993e-139,0,0.483180919690332,0.767060062010616,0.797464293419474,0.871575196569838,0.797464293419474,0.483180919690332,0.483517412415975,0.220152956291663,0.625120490850474,0.478990172993091,0.650729664026712,0.402802336132073,0.00375923867458932,0.00852235056958377,0.00378327050366475,0.00373299838488894,7.83364791758292e-139,0,0.0047161782317536,0.00269799552928205,0.0029674088549994,0.00106845946522033,0.0029674088549994,0.0047161782317536,0.00682230401248594,0.00125307955819644,0.00365626999030451,0.00270888211785688,0.00391233531687079,0.00739851778940503
0.0282174516714728,0.654099934554545,0.311128195079708,0.64465242114875,0.66345702363457,7.02659606707828e-117,0,0.464569132518169,0.763761566976676,0.796217796529068,0.868946072886469,0.796217796529068,0.464569132518169,0.477872860429392,0.218033311518182,0.614165349747422,0.484474299050577,0.641423770440631,0.384787532769715,0.00595938303909355,0.0136651995184397,0.0059953537997597,0.00591991428585891,3.84781327240436e-116,0,0.0177252090443203,0.00315166226733041,0.00280159204763532,0.00252874048481179,0.00280159204763532,0.0177252090443203,0.00463396743222948,0.00198646101303118,0.0101830744283894,0.00471824859625969,0.00777443154019539,0.0171979748962336
0.250817045818648,0.590440964043371,0.154012087390481,0.580764001558783,0.600064861531709,0.235240127314739,0,0.390897264056192,0.715494136317174,,0.865316172760621,,0.390897264056192,,0.196813654681124,0.553195700186683,0.526611786023086,0.568934732594737,0.359303850478658,0.0587403200496015,0.146556836303532,0.0589277248160555,0.058518446623781,0.255781428010646,0,0.0547801363633492,0.0464638397069465,,0.000550459084078557,,0.0547801363633492,,0.0195801066832005,0.050621844629299,0.0374786233542849,0.0656013447849611,0.00383085359668117
